VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,2019-05-01 00:14:50,2019-05-01 00:16:48,1,.00,1,N,145,145,2,3,0.5,0.5,0,0,0.3,4.3,0
1,2019-05-01 00:35:54,2019-05-01 00:37:27,1,1.50,1,N,145,145,2,3,0.5,0.5,0,0,0.3,4.3,0
1,2019-05-01 00:37:45,2019-05-01 00:37:49,1,1.50,1,N,145,145,2,2.5,0.5,0.5,0,0,0.3,3.8,0
1,2019-05-01 00:44:57,2019-05-01 00:50:11,1,.70,1,N,161,161,2,5,3,0.5,0,0,0.3,8.8,2.5
1,2019-05-01 00:59:48,2019-05-01 01:10:22,1,2.00,1,N,163,141,1,9.5,3,0.5,2,0,0.3,15.3,2.5
2,2019-05-01 00:48:04,2019-05-01 00:49:00,1,.00,1,N,193,193,2,2.5,0.5,0.5,0,0,0.3,3.8,0
2,2019-05-01 00:05:26,2019-05-01 00:05:34,1,.00,1,N,193,193,2,2.5,0.5,0.5,0,0,0.3,3.8,0
1,2019-05-01 00:23:20,2019-05-01 00:32:57,1,2.50,1,N,260,56,2,10,0.5,0.5,0,0,0.3,11.3,0
1,2019-05-01 00:35:54,2019-05-01 00:47:49,1,2.80,1,N,56,226,2,11.5,0.5,0.5,0,0,0.3,12.8,0
