VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2016-10-01 00:00:00,2016-10-01 00:10:45,3,3.40,1,N,80,33,1,13,0.5,0.5,3.55,0,0.3,17.85,,
2,2016-10-01 00:00:00,2016-10-01 00:15:51,5,4.17,1,N,262,107,1,15,0.5,0.5,2,0,0.3,18.3,,
2,2016-10-01 00:00:00,2016-10-01 00:03:22,5,.66,1,N,163,230,2,4.5,0.5,0.5,0,0,0.3,5.8,,
2,2016-10-01 00:00:00,2016-10-01 00:15:35,4,2.49,1,N,114,100,2,12,0.5,0.5,0,0,0.3,13.3,,
2,2016-10-01 00:00:00,2016-10-01 00:14:33,2,3.81,1,N,87,158,2,14.5,0.5,0.5,0,0,0.3,15.8,,
2,2016-10-01 00:00:00,2016-10-01 00:03:45,6,.86,1,N,161,164,1,5,0.5,0.5,0,0,0.3,6.3,,
2,2016-10-01 00:00:00,2016-10-01 00:27:49,1,4.35,1,N,186,262,1,20,0.5,0.5,4.26,0,0.3,25.56,,
1,2016-10-01 00:00:01,2016-10-01 00:07:55,1,.50,1,N,148,79,2,6.5,0.5,0.5,0,0,0.3,7.8,,
1,2016-10-01 00:00:01,2016-10-01 00:07:49,1,.50,1,N,148,79,1,6,0.5,0.5,0.95,0,0.3,8.25,,
