VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount

1,2018-04-01 00:22:20,2018-04-01 00:22:26,1,.00,1,N,145,145,2,2.5,0.5,0.5,0,0,0.3,3.8
1,2018-04-01 00:47:37,2018-04-01 01:08:42,1,6.70,1,N,152,90,2,22.5,0.5,0.5,0,0,0.3,23.8
1,2018-04-01 00:02:13,2018-04-01 00:17:52,2,4.10,1,N,239,158,1,15.5,0.5,0.5,3.35,0,0.3,20.15
1,2018-04-01 00:46:49,2018-04-01 00:52:05,1,.70,1,N,90,249,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,2018-04-01 00:19:04,2018-04-01 00:19:09,1,.00,1,N,145,145,2,2.5,0.5,0.5,0,0,0.3,3.8
1,2018-04-01 00:01:40,2018-04-01 00:14:21,1,2.50,1,N,226,83,2,11.5,0.5,0.5,0,0,0.3,12.8
1,2018-04-01 00:57:02,2018-04-01 01:04:57,1,1.80,1,N,95,135,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2018-04-01 00:19:43,2018-04-01 00:24:46,1,.90,1,N,238,142,1,5.5,0.5,0.5,1.02,0,0.3,7.82
