場所名稱,住址
臺中市政府警察局交通警察大隊,臺中市西屯區文心路2段588號
臺中市政府警察局,臺中市西屯區文心路2段588號3樓
臺中市政府文心樓1樓,臺中市西屯區台灣大道3段99號
財政部中區國稅局台中分局,臺中市西屯區文心路2段99號
勞動部勞動力發展署中彰投分署,臺中市西屯區工業區一路100號
臺中市議會,臺中市西屯區市政北一路56號
臺中國家歌劇院,臺中市西屯區惠來路2段101號
臺中市朝馬國民運動中心,臺中市西屯區朝貴路199號
特力屋股份有限公司-西屯分公司,臺中市西屯區台灣大道4段528號
臺中市立圖書館溪西分館,臺中市西屯區福玄路1號
科技部中部科學工業園區管理局,臺中市西屯區中科路2號1樓
裕元花園酒店,臺中市西屯區台灣大道4段610號
長榮桂冠酒店,臺中市西屯區台灣大道2段666號3樓
台中福華大飯店,臺中市西屯區安和路129號B1樓
臺中市南屯區公所,臺中市南屯區永春東路679號
臺中市南屯區戶政事務所,臺中市南屯區永春東路679號
臺中市立圖書館南屯分館,臺中市南屯區大墩12街361號
台灣家樂福股份有限公司文心分公司,臺中市南屯區文心路1段521號
臺中市新住民藝文中心,臺中市南屯區文心南五路1段331號
好市多股份有限公司台中店,臺中市南屯區文心南三路289號
臺中市政府警察局第四分局,臺中市南屯區向心南路811號
台灣迪卡儂運動用品台中店,臺中市南屯區大墩南路379號
IKEA宜家家居台中店,臺中市南屯區向上路2段168號
外交部中部辦公處,臺中市南屯區黎明路2段503號5樓
移民署台中第一服務站,臺中市南屯區文心南三路22號1樓
大墩食衣廣場,臺中市南屯區大墩路533號
臺中市南屯國民運動中心,臺中市南屯區黎明路1段998號
秀泰生活台中文心店,臺中市南屯區文心南三路289號
大買家股份有限公司北屯分公司,臺中市北屯區北屯路370號
特力屋股份有限公司-北屯分公司,臺中市北屯區北屯路407-1號
臺中市環保局寶之林廢棄家具再生中心,臺中市北屯區和順路439號
臺中市立圖書館大墩兒童館,臺中市北屯區興安路1段162號
臺中市立圖書館北屯分館,臺中市北屯區大連路3段122號
臺灣民俗文物館,臺中市北屯區旅順路2段73號
臺中市政府北屯區家庭福利服務中心,臺中市北屯區旱溪西路3段260號
臺中市北屯區戶政事務所,臺中市北屯區崇德路3段10號
臺中市北屯區區公所,臺中市北屯區崇德路3段10號2樓
臺中市立圖書館,臺中市北屯區豐樂路2段158號
財政部臺灣省中區國稅局東山稽徵所,臺中市北屯區豐樂路2段168號
臺中市中正地政事務所,臺中市北屯區北平路3段36號
臺中市政府地方稅務局東山分局,臺中市北屯區北平路3段38號
台灣糖業股份有限公司量販事業部台糖水湳健康超市,臺中市北屯區中清路2段165號
臺中市北屯區四民衛生所,臺中市北屯區后庄路1062號
臺中市政府警察局第五分局,臺中市北屯區崇德路3段2號1樓
臺中市洲際棒球場,臺中市北屯區崇德路3段835號
台灣迪卡儂運動用品台中北屯店,臺中市北屯區中清路2段1075號
臺中市政府陽明大樓聯合服務中心(陽明市政大樓),臺中市豐原區陽明街36號1樓
臺中市政府教育局(陽明市政大樓),臺中市豐原區陽明街36號4樓
臺中市政府觀光旅遊局(陽明市政大樓),臺中市豐原區陽明街36號5樓
臺中市政府水利局(陽明市政大樓),臺中市豐原區陽明街36號6樓
財政部中區國稅局豐原分局,臺中市豐原區南陽路515號
行政院農業委員會水土保持局臺中分局,臺中市豐原區陽明街22號1樓
臺中市豐原藝文館,臺中市豐原區育仁路81號1樓
臺中市立圖書館豐原分館,臺中市豐原區市政路2號2樓
臺中市交通事件裁決處,臺中市豐原區圓環南路70號6樓
臺中市政府地方稅務局豐原分局,臺中市豐原區中山路219號2樓
臺中市豐原區戶政事務所,臺中市豐原區市政路2號1樓
臺中市豐原地政事務所,臺中市豐原區西安街21號3樓
臺中市政府衛生局,臺中市豐原區中興路136號4樓
臺中市豐原區公所,臺中市豐原區市政路2號1樓
交通部公路總局臺中區監理所豐原監理站,臺中市豐原區豐東路120號2樓
臺中市葫蘆墩文化中心,臺中市豐原區圓環東路782號1樓
行政院農業委員會林務局東勢林區管理處,臺中市豐原區南陽路逸仙莊1號1樓
衛生福利部豐原醫院,臺中市豐原區安康路100號2樓
台灣家樂福股份有限公司豐原分公司(家樂福豐原店),臺中市豐原區成功路500號1樓
愛買量販店豐原店,臺中市豐原區水源路420號1樓
豐洋興業股份有限公司豐原分公司(太平洋百貨豐原店),臺中市豐原區復興路2號5樓
臺灣鐵路管理局豐原火車站,臺中市豐原區中正路1-1號
臺中市政府地方稅務局東勢分局,臺中市東勢區東蘭路25-2號
財政部中區國稅局東勢稽徵所,臺中市東勢區正二街臨1號
臺中市東勢區公所,臺中市東勢區豐勢路518號
臺中市政府社會局臺中市老人福利服務中心,臺中市東勢區東蘭路1-4附1號
東勢林場遊樂園,臺中市東勢區勢林街6-1號
臺中市東勢區地政事務所,臺中市東勢區東蘭路26號
臺中市立圖書館東勢分館,臺中市東勢區豐勢路518號
東勢客家文化園區,臺中市東勢區中山路1號
臺中市大甲區公所,臺中市大甲區民權路52號
臺中市大甲婦女福利服務中心,臺中市大甲區水源路169號
臺中市政府警察局大甲分局,臺中市大甲區文武路1號
臺中市立圖書館大甲分館,臺中市大甲區雁門路172號
臺中市大甲區中正紀念館,臺中市大甲區水源路190號
臺中市大甲第一公有市場,臺中市大甲區順天路146號
臺灣鐵路管理局大甲火車站,臺中市大甲區中山路1段828號
臺中市清水區衛生所,臺中市清水區中山路92號2樓
臺中市清水區地政事務所,臺中市清水區大街路138號3樓
臺中市立圖書館清水分館,臺中市清水區鎮政路50號1樓
臺中市政府警察局清水分局,臺中市清水區鰲峰路23號2樓
臺中市清水區戶政事務所,臺中市清水區鰲峰路239 號1樓
台灣自來水股份有限公司第四區管理處清水營運所(整修中),臺中市清水區大街路134號1樓
臺中市清水區公所,臺中市清水區鎮政路101號1樓
臺中市港區藝術中心,臺中市清水區忠貞路21號B1F
交通部臺灣區國道高速公路局清水服務區,臺中市清水區吳厝二街87號
臺中航空站,臺中市沙鹿區中航路1段598巷168號
財政部中區國稅局沙鹿稽徵所,臺中市沙鹿區鎮政路10巷1號
臺中市沙鹿區公所,臺中市沙鹿區鎮政路8號
臺中市立圖書館沙鹿深波分館,臺中市沙鹿區鎮南路2段488號
臺中市兒童福利服務中心,臺中市沙鹿區福幼街8號
台灣家樂福股份有限公司台中沙鹿分公司,臺中市沙鹿區光華路336號
臺中市立圖書館沙鹿文昌分館,臺中市沙鹿區文昌街12號
交通部台灣鐵路管理局沙鹿火車站,臺中市沙鹿區中正街94號
臺中市沙鹿區戶政事務所,臺中市沙鹿區鎮政路16號
臺中市梧棲區公所,臺中市梧棲區中正里中和街66號1樓
經濟部加工出口區管理處中港分處,臺中市梧棲區草湳里大觀路6號5樓
臺中市立圖書館梧棲親子館,臺中市梧棲區安仁里民生街15-77號　1樓
臺灣港務股份有限公司臺中港務分公司(旅客服務中心),臺中市梧棲區安仁里中二路1段9號
MITSUI OUTLET PARK 台中港三井,臺中市梧棲區安仁里台灣大道10段168號1樓、2樓
臺中市后里區公所,臺中市后里區公安路84號
台灣糖業股份有限公司休閒遊憩事業部月眉觀光糖廠,臺中市后里區甲后路2段350號
南仁湖育樂股份有限公司泰安營業所北站,臺中市后里區雲頭路3-3號
南仁湖育樂股份有限公司泰安營業所南站,臺中市后里區安眉路113號
臺中市立圖書館后里分館,臺中市后里區文化路28號
麗寶OUTLET MALL,臺中市后里區福容路201號1、2樓A、B區
臺中市神岡區衛生所,臺中市神岡區神岡路2號
臺中市立圖書館神岡分館,臺中市神岡區中山路1460號
臺中市神岡區公所,臺中市神岡區神岡路30號
臺中市身心障礙綜合福利服務中心,臺中市潭子區中山路2段241巷7號3樓
臺中市雅潭地政事務所,臺中市潭子區勝利路165號1樓
臺中市立圖書館潭子分館,臺中市潭子區中山路2段397號1樓
臺中市大雅區衛生所,臺中市大雅區中清東路232號
臺中市大雅區公所,臺中市大雅區雅環路2段301號
臺中市立圖書館大雅分館,臺中市大雅區雅潭路4段800號
台灣自來水股份有限公司第四區管理處大雅營運所,臺中市大雅區中清路4段888號
臺中市立圖書館新社分館,臺中市新社區興社街4段1巷1號
臺中市新社區公所,臺中市新社區興社街2段28-1號
行政院農業委員會種苗改良繁殖場,臺中市新社區興中街46號
臺中市石岡區公所,臺中市石岡區豐勢路1033號
臺中市立圖書館石岡分館,臺中市石岡區明德路175 號
臺中市石岡遊客服務中心,臺中市石岡區石城街1號
臺中市外埔區公所,臺中市外埔區六分路390號
臺中市大安區公所,臺中市大安區中山南路356號
臺中市立圖書館大安分館,臺中市大安區興安路378號
臺灣高鐵烏日站,臺中市烏日區站區二路8號1樓
臺中市立圖書館烏日分館,臺中市烏日區興祥街121號
臺中市烏日區戶政事務所,臺中市烏日區高鐵路1段170號
臺灣菸酒股份有限公司烏日啤酒廠,臺中市烏日區光華街1號
臺灣鐵路管理局烏日火車站,臺中市烏日區高鐵東一路26號2樓
臺中國際展覽館,臺中市烏日區中山路3段1號
臺中市大肚區公所,臺中市大肚區沙田路2段646號
臺中區監理所,臺中市大肚區遊園路1段2號
臺中市立圖書館大肚分館,臺中市大肚區大德6街30號
臺中市立圖書館大肚瑞井分館,臺中市大肚區瑞井里華山路700號
臺中市龍井區公所,臺中市龍井區沙田路4段247號
臺中市立圖書館龍井分館,臺中市龍井區觀光路2號
臺中市龍井區地政事務所,臺中市龍井區沙田路4段185號
臺中市立圖書館龍井山頂分館,臺中市龍井區中沙路新庄仔巷19-1號
臺中市霧峰區戶政事務所,臺中市霧峰區吉峰路16號
行政院農委會農業藥物毒物試驗所,臺中市霧峰區光明路11號
921地震園區,臺中市霧峰區中正路46號
立法院議政博物館,臺中市霧峰區中正路734號
臺中市霧峰區公所,臺中市霧峰區大同路20號
國立臺灣交響樂團,臺中市霧峰區中正路738之2號
臺中市立圖書館霧峰以文分館,臺中市霧峰區大同路8號
財政部印刷廠,臺中市大里區中興路1段288號2樓
臺中市大里區公所,臺中市大里區大新街36號 2樓
臺中市立圖書館大里分館(整修中),臺中市大里區中興路1段163號
臺中市大里地政事務所,臺中市大里區東榮路296號1樓
臺中市兒童青少年福利服務中心,臺中市大里區新光路32號1樓
臺中市立圖書館大里大新分館,臺中市大里區大新街36之1號
台灣自來水股份有限公司第四區管理處大里服務所,臺中市大里區至聖路64號 1樓
大買家股份有限公司大里國光分公司,臺中市大里區國光路2段710號
臺中市纖維工藝博物館,臺中市大里區勝利二路1號 1樓常設館
臺中市太平區衛生所,臺中市太平區中山路1段213之1號
國軍臺中總醫院,臺中市太平區中山路2段348號
臺中市太平區戶政事務所,臺中市太平區大源路2之18號
臺中市太平地政事務所,臺中市太平區大源路1之19號
臺中市立圖書館太平坪林分館,臺中市太平區中山路1段213號
臺中市太平區公所,臺中市太平區中平路144號
臺中市屯區藝文中心,臺中市太平區大興路201號
臺中市政府警察局太平分局,臺中市太平區中山路1段215號
臺中市立圖書館太平分館,臺中市太平區太平三街20號
家樂福太平店,臺中市太平區中平七街70號
臺中市和平區公所,臺中市和平區東關路3段156號
交通部觀光局參山國家風景區管理處梨山管理站谷關遊客中心,臺中市和平區東關路1段102號
臺中市和平區立圖書館,臺中市和平區東關路3段156號
行政院農業委員會林務局東勢林區管理處大雪山國家森林遊樂區,臺中市和平區雪山路18號
八仙山國家森林遊樂區遊客中心,臺中市和平區東關路1段200之8號
台灣電力股份有限公司訓練所谷關訓練中心,臺中市和平區東關路1段台電巷33號
國軍退除役官兵輔導委員會武陵國民賓館,臺中市和平區武陵路3-1號中餐廳1樓
國軍退除役官兵輔導委員會福壽山農場,臺中市和平區福壽路29號
